Country,Country code,State,State code,State type,Date,Category,Subcategory,Variable,Unit,Value
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Solar,%,0.12
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Solar,%,0.14
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-03-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Solar,%,0.14
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-04-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Solar,%,0.13
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-05-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Solar,%,0.09
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-06-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Solar,%,0.08
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-07-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Solar,%,0.08
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-08-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Solar,%,0.08
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-09-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Solar,%,0.12
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-10-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Solar,%,0.11
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-11-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Solar,%,0.13
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-12-2019,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Solar,%,100
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Electricity generation,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Gas,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Hydro,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Nuclear,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Other Fossil,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Other Renewables,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Solar,%,0.12
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-01-2020,Power sector emissions,Fuel,Wind,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2020,Electricity generation,Fuel,Bioenergy,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2020,Electricity generation,Fuel,Coal,%,0
India,IND,Dadra and Nagar Haveli and Daman and Diu,DH,Union territory,01-02-2020,Electricity generation,Fuel,Gas,%,0
